time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-09-25 09:30:00-04:00,iTrader,c3867f583aaa4ec78851742c2e09897d,GOOG,buy,market,fill,1,gtc,0.0,1,stock,165.02999877929688,70.0,0.0
2024-10-01 09:30:00-04:00,iTrader,55a94086d45b49abad36351fe0031e8f,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-10-01 09:30:00-04:00,iTrader,88b1459f23704ca0894e0c3ff89f1a6b,GOOG,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-10-01 09:30:00-04:00,iTrader,c54f5060fe664b99b35d695dac8546be,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-10-01 09:30:00-04:00,iTrader,8d433ff85f48438c8d8e5747d0be99c9,GOOG,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-10-01 09:30:00-04:00,iTrader,f952777e6eed488b8456cabf216984e2,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-10-01 09:30:00-04:00,iTrader,894b4d44c1db4b47b368ed01968c4fc5,GOOG,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-10-01 09:30:00-04:00,iTrader,0fee0acbbac1454bbbf9920763587cd1,GOOG,sell,market,new,1,day,0.0,1,stock,,,
2024-10-01 09:30:00-04:00,iTrader,787d95953dfa49eea57be859911b1ad6,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2024-10-01 09:30:00-04:00,iTrader,0fee0acbbac1454bbbf9920763587cd1,GOOG,sell,market,fill,1,day,0.0,1,stock,167.75999450683594,314.0,0.0
2024-10-01 09:30:00-04:00,iTrader,787d95953dfa49eea57be859911b1ad6,GOOG,sell,market,fill,1,gtc,0.0,1,stock,167.75999450683594,55.0,0.0
